task,model,stimulus_group,stimulus_index,legacy_pnum,few_shot,seed,temperature,do_sample,score
first_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0
sentiment,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0
word_in_context,flan-t5-large,neutral,1,0,False,42,0.0,False,0.7
word_in_context,flan-t5-large,neutral,1,0,False,42,0.0,False,0.51
word_in_context,flan-t5-large,neutral,1,0,False,43,0.0,False,0.51
word_in_context,flan-t5-large,neutral,1,0,False,44,0.0,False,0.51
word_in_context,flan-t5-large,neutral,1,0,False,45,0.0,False,0.51
sentence_similarity,flan-t5-large,neutral,1,0,False,42,0.0,False,0.59
sentence_similarity,flan-t5-large,neutral,1,0,False,42,0.0,False,0.59
sentence_similarity,flan-t5-large,neutral,2,0,False,42,0.0,False,0.57
word_in_context,flan-t5-large,neutral,1,0,False,42,0.0,False,0.51
word_in_context,flan-t5-large,neutral,1,0,False,42,0.0,False,0.51
word_in_context,flan-t5-large,neutral,2,0,False,42,0.0,False,0.47
word_in_context,flan-t5-large,neutral,3,0,False,42,0.0,False,0.49
word_in_context,flan-t5-large,neutral,4,0,False,42,0.0,False,0.52
word_in_context,flan-t5-large,neutral,1,0,False,43,0.0,False,0.51
word_in_context,flan-t5-large,neutral,2,0,False,43,0.0,False,0.47
word_in_context,flan-t5-large,neutral,3,0,False,43,0.0,False,0.49
word_in_context,flan-t5-large,neutral,4,0,False,43,0.0,False,0.52
word_in_context,flan-t5-large,neutral,1,0,False,44,0.0,False,0.51
word_in_context,flan-t5-large,neutral,2,0,False,44,0.0,False,0.47
word_in_context,flan-t5-large,neutral,3,0,False,44,0.0,False,0.49
first_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0
first_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0,12.209,0.122
active_to_passive,flan-t5-large,neutral,1,0,False,42,0.0,False,0.0,26.523,0.265
active_to_passive,flan-t5-large,neutral,2,0,False,42,0.0,False,0.09,49.109,0.491
active_to_passive,flan-t5-large,neutral,3,0,False,42,0.0,False,0.02,26.723,0.267
active_to_passive,flan-t5-large,neutral,4,0,False,42,0.0,False,0.03,26.478,0.265
antonyms,flan-t5-large,neutral,1,0,False,42,0.0,False,0.57,13.092,0.131
antonyms,flan-t5-large,neutral,2,0,False,42,0.0,False,0.57,13.263,0.133
antonyms,flan-t5-large,neutral,3,0,False,42,0.0,False,0.58,13.545,0.135
antonyms,flan-t5-large,neutral,4,0,False,42,0.0,False,0.55,13.019,0.130
cause_and_effect,flan-t5-large,neutral,1,0,False,42,0.0,False,0.68,9.259,0.370
cause_and_effect,flan-t5-large,neutral,2,0,False,42,0.0,False,0.52,10.164,0.407
cause_and_effect,flan-t5-large,neutral,3,0,False,42,0.0,False,0.52,9.305,0.372
cause_and_effect,flan-t5-large,neutral,4,0,False,42,0.0,False,0.64,9.335,0.373
common_concept,flan-t5-large,neutral,1,0,False,42,0.0,False,0.0,4.839,0.302
common_concept,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,5.905,0.369
common_concept,flan-t5-large,neutral,3,0,False,42,0.0,False,0.0,4.730,0.296
common_concept,flan-t5-large,neutral,4,0,False,42,0.0,False,0.0,4.833,0.302
diff,flan-t5-large,neutral,1,0,False,42,0.0,False,0.03,13.171,0.132
diff,flan-t5-large,neutral,2,0,False,42,0.0,False,0.04,13.328,0.133
diff,flan-t5-large,neutral,3,0,False,42,0.0,False,0.04,13.045,0.130
diff,flan-t5-large,neutral,4,0,False,42,0.0,False,0.04,13.284,0.133
first_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0,11.443,0.114
first_word_letter,flan-t5-large,neutral,2,0,False,42,0.0,False,1.0,11.263,0.113
first_word_letter,flan-t5-large,neutral,3,0,False,42,0.0,False,1.0,11.446,0.114
first_word_letter,flan-t5-large,neutral,4,0,False,42,0.0,False,1.0,11.362,0.114
informal_to_formal,flan-t5-large,neutral,1,0,False,42,0.0,False,0.0,7.029,0.469
informal_to_formal,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,7.256,0.484
informal_to_formal,flan-t5-large,neutral,3,0,False,42,0.0,False,0.0,7.204,0.480
informal_to_formal,flan-t5-large,neutral,4,0,False,42,0.0,False,0.0,7.054,0.470
larger_animal,flan-t5-large,neutral,1,0,False,42,0.0,False,0.67,16.435,0.164
larger_animal,flan-t5-large,neutral,2,0,False,42,0.0,False,0.92,54.695,0.547
larger_animal,flan-t5-large,neutral,3,0,False,42,0.0,False,0.7,16.534,0.165
larger_animal,flan-t5-large,neutral,4,0,False,42,0.0,False,0.67,16.451,0.165
letters_list,flan-t5-large,neutral,1,0,False,42,0.0,False,0.0,11.529,0.115
letters_list,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,11.594,0.116
letters_list,flan-t5-large,neutral,3,0,False,42,0.0,False,0.0,11.406,0.114
letters_list,flan-t5-large,neutral,4,0,False,42,0.0,False,0.0,11.428,0.114
negation,flan-t5-large,neutral,1,0,False,42,0.0,False,0.05,35.355,0.354
negation,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,54.332,0.543
negation,flan-t5-large,neutral,3,0,False,42,0.0,False,0.0,35.101,0.351
negation,flan-t5-large,neutral,4,0,False,42,0.0,False,0.0,38.282,0.383
num_to_verbal,flan-t5-large,neutral,1,0,False,42,0.0,False,0.0,14.045,0.140
num_to_verbal,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,15.182,0.152
num_to_verbal,flan-t5-large,neutral,3,0,False,42,0.0,False,0.0,14.035,0.140
num_to_verbal,flan-t5-large,neutral,4,0,False,42,0.0,False,0.0,13.969,0.140
orthography_starts_with,flan-t5-large,neutral,1,0,False,42,0.0,False,0.09,22.714,0.227
orthography_starts_with,flan-t5-large,neutral,2,0,False,42,0.0,False,0.18,19.883,0.199
orthography_starts_with,flan-t5-large,neutral,3,0,False,42,0.0,False,0.09,22.919,0.229
orthography_starts_with,flan-t5-large,neutral,4,0,False,42,0.0,False,0.12,22.381,0.224
rhymes,flan-t5-large,neutral,1,0,False,42,0.0,False,0.17,17.502,0.175
rhymes,flan-t5-large,neutral,2,0,False,42,0.0,False,0.15,17.857,0.179
rhymes,flan-t5-large,neutral,3,0,False,42,0.0,False,0.16,17.801,0.178
rhymes,flan-t5-large,neutral,4,0,False,42,0.0,False,0.15,18.291,0.183
second_word_letter,flan-t5-large,neutral,1,0,False,42,0.0,False,1.0,11.389,0.114
second_word_letter,flan-t5-large,neutral,2,0,False,42,0.0,False,1.0,11.260,0.113
second_word_letter,flan-t5-large,neutral,3,0,False,42,0.0,False,1.0,11.523,0.115
second_word_letter,flan-t5-large,neutral,4,0,False,42,0.0,False,1.0,11.349,0.113
sentiment,flan-t5-large,neutral,1,0,False,42,0.0,False,0.93,10.829,0.108
sentiment,flan-t5-large,neutral,2,0,False,42,0.0,False,0.93,10.887,0.109
sentiment,flan-t5-large,neutral,3,0,False,42,0.0,False,0.93,10.735,0.107
sentiment,flan-t5-large,neutral,4,0,False,42,0.0,False,0.93,10.694,0.107
singular_to_plural,flan-t5-large,neutral,1,0,False,42,0.0,False,0.36,12.182,0.122
singular_to_plural,flan-t5-large,neutral,2,0,False,42,0.0,False,0.36,12.111,0.121
singular_to_plural,flan-t5-large,neutral,3,0,False,42,0.0,False,0.42,12.258,0.123
singular_to_plural,flan-t5-large,neutral,4,0,False,42,0.0,False,0.24,11.978,0.120
sum,flan-t5-large,neutral,1,0,False,42,0.0,False,0.02,12.885,0.129
sum,flan-t5-large,neutral,2,0,False,42,0.0,False,0.02,12.801,0.128
sum,flan-t5-large,neutral,3,0,False,42,0.0,False,0.02,13.038,0.130
sum,flan-t5-large,neutral,4,0,False,42,0.0,False,0.02,12.823,0.128
synonyms,flan-t5-large,neutral,1,0,False,42,0.0,False,0.05,11.949,0.119
synonyms,flan-t5-large,neutral,2,0,False,42,0.0,False,0.05,12.413,0.124
synonyms,flan-t5-large,neutral,3,0,False,42,0.0,False,0.04,12.161,0.122
synonyms,flan-t5-large,neutral,4,0,False,42,0.0,False,0.06,11.766,0.118
taxonomy_animal,flan-t5-large,neutral,1,0,False,42,0.0,False,0.11,33.752,0.338
taxonomy_animal,flan-t5-large,neutral,2,0,False,42,0.0,False,0.0,57.376,0.574
taxonomy_animal,flan-t5-large,neutral,3,0,False,42,0.0,False,0.09,39.437,0.394
taxonomy_animal,flan-t5-large,neutral,4,0,False,42,0.0,False,0.08,35.883,0.359
translation_en-de,flan-t5-large,neutral,1,0,False,42,0.0,False,0.18,13.467,0.135
translation_en-de,flan-t5-large,neutral,2,0,False,42,0.0,False,0.2,13.187,0.132
translation_en-de,flan-t5-large,neutral,3,0,False,42,0.0,False,0.18,13.010,0.130
translation_en-de,flan-t5-large,neutral,4,0,False,42,0.0,False,0.17,13.721,0.137
translation_en-es,flan-t5-large,neutral,1,0,False,42,0.0,False,0.33,18.719,0.187
translation_en-es,flan-t5-large,neutral,2,0,False,42,0.0,False,0.33,18.632,0.186
translation_en-es,flan-t5-large,neutral,3,0,False,42,0.0,False,0.3,18.774,0.188
translation_en-es,flan-t5-large,neutral,4,0,False,42,0.0,False,0.26,19.558,0.196
active_to_passive,flan-t5-large,neutral,1,0,False,43,0.0,False,0.0,25.208,0.252
active_to_passive,flan-t5-large,neutral,2,0,False,43,0.0,False,0.09,47.044,0.470
active_to_passive,flan-t5-large,neutral,3,0,False,43,0.0,False,0.02,25.698,0.257
active_to_passive,flan-t5-large,neutral,4,0,False,43,0.0,False,0.03,25.622,0.256
antonyms,flan-t5-large,neutral,1,0,False,43,0.0,False,0.57,13.204,0.132
antonyms,flan-t5-large,neutral,2,0,False,43,0.0,False,0.57,13.239,0.132
antonyms,flan-t5-large,neutral,3,0,False,43,0.0,False,0.58,13.369,0.134
antonyms,flan-t5-large,neutral,4,0,False,43,0.0,False,0.55,12.966,0.130
cause_and_effect,flan-t5-large,neutral,1,0,False,43,0.0,False,0.68,9.426,0.377
cause_and_effect,flan-t5-large,neutral,2,0,False,43,0.0,False,0.56,9.864,0.395
cause_and_effect,flan-t5-large,neutral,3,0,False,43,0.0,False,0.6,9.378,0.375
cause_and_effect,flan-t5-large,neutral,4,0,False,43,0.0,False,0.72,9.408,0.376
common_concept,flan-t5-large,neutral,1,0,False,43,0.0,False,0.0,4.740,0.296
common_concept,flan-t5-large,neutral,2,0,False,43,0.0,False,0.0,5.715,0.357
common_concept,flan-t5-large,neutral,3,0,False,43,0.0,False,0.0,4.691,0.293
common_concept,flan-t5-large,neutral,4,0,False,43,0.0,False,0.0,4.864,0.304
diff,flan-t5-large,neutral,1,0,False,43,0.0,False,0.03,13.135,0.131
diff,flan-t5-large,neutral,2,0,False,43,0.0,False,0.04,13.294,0.133
diff,flan-t5-large,neutral,3,0,False,43,0.0,False,0.04,13.129,0.131
diff,flan-t5-large,neutral,4,0,False,43,0.0,False,0.04,13.118,0.131
first_word_letter,flan-t5-large,neutral,1,0,False,43,0.0,False,1.0,11.421,0.114
first_word_letter,flan-t5-large,neutral,2,0,False,43,0.0,False,1.0,11.294,0.113
first_word_letter,flan-t5-large,neutral,3,0,False,43,0.0,False,1.0,12.351,0.124
first_word_letter,flan-t5-large,neutral,4,0,False,43,0.0,False,1.0,11.307,0.113
informal_to_formal,flan-t5-large,neutral,1,0,False,43,0.0,False,0.0,6.969,0.465
informal_to_formal,flan-t5-large,neutral,2,0,False,43,0.0,False,0.0,7.119,0.475
informal_to_formal,flan-t5-large,neutral,3,0,False,43,0.0,False,0.0,7.098,0.473
informal_to_formal,flan-t5-large,neutral,4,0,False,43,0.0,False,0.0,7.041,0.469
larger_animal,flan-t5-large,neutral,1,0,False,43,0.0,False,0.67,16.346,0.163
larger_animal,flan-t5-large,neutral,2,0,False,43,0.0,False,0.92,54.012,0.540
larger_animal,flan-t5-large,neutral,3,0,False,43,0.0,False,0.7,16.427,0.164
larger_animal,flan-t5-large,neutral,4,0,False,43,0.0,False,0.67,16.316,0.163
letters_list,flan-t5-large,neutral,1,0,False,43,0.0,False,0.0,11.393,0.114
letters_list,flan-t5-large,neutral,2,0,False,43,0.0,False,0.0,11.554,0.116
letters_list,flan-t5-large,neutral,3,0,False,43,0.0,False,0.0,11.267,0.113
letters_list,flan-t5-large,neutral,4,0,False,43,0.0,False,0.0,11.174,0.112
negation,flan-t5-large,neutral,1,0,False,43,0.0,False,0.05,35.420,0.354
negation,flan-t5-large,neutral,2,0,False,43,0.0,False,0.0,54.005,0.540
negation,flan-t5-large,neutral,3,0,False,43,0.0,False,0.0,35.075,0.351
negation,flan-t5-large,neutral,4,0,False,43,0.0,False,0.0,38.386,0.384
num_to_verbal,flan-t5-large,neutral,1,0,False,43,0.0,False,0.0,13.889,0.139
num_to_verbal,flan-t5-large,neutral,2,0,False,43,0.0,False,0.0,15.016,0.150
num_to_verbal,flan-t5-large,neutral,3,0,False,43,0.0,False,0.0,14.066,0.141
num_to_verbal,flan-t5-large,neutral,4,0,False,43,0.0,False,0.0,14.029,0.140
orthography_starts_with,flan-t5-large,neutral,1,0,False,43,0.0,False,0.09,22.884,0.229
orthography_starts_with,flan-t5-large,neutral,2,0,False,43,0.0,False,0.18,20.081,0.201
orthography_starts_with,flan-t5-large,neutral,3,0,False,43,0.0,False,0.09,22.370,0.224
orthography_starts_with,flan-t5-large,neutral,4,0,False,43,0.0,False,0.12,22.401,0.224
rhymes,flan-t5-large,neutral,1,0,False,43,0.0,False,0.17,17.714,0.177
rhymes,flan-t5-large,neutral,2,0,False,43,0.0,False,0.15,17.768,0.178
rhymes,flan-t5-large,neutral,3,0,False,43,0.0,False,0.16,17.576,0.176
rhymes,flan-t5-large,neutral,4,0,False,43,0.0,False,0.15,18.236,0.182
second_word_letter,flan-t5-large,neutral,1,0,False,43,0.0,False,1.0,11.316,0.113
second_word_letter,flan-t5-large,neutral,2,0,False,43,0.0,False,1.0,11.171,0.112
second_word_letter,flan-t5-large,neutral,3,0,False,43,0.0,False,1.0,11.352,0.114
second_word_letter,flan-t5-large,neutral,4,0,False,43,0.0,False,1.0,11.302,0.113
sentiment,flan-t5-large,neutral,1,0,False,43,0.0,False,0.93,10.698,0.107
sentiment,flan-t5-large,neutral,2,0,False,43,0.0,False,0.93,10.758,0.108
sentiment,flan-t5-large,neutral,3,0,False,43,0.0,False,0.93,10.712,0.107
sentiment,flan-t5-large,neutral,4,0,False,43,0.0,False,0.93,10.763,0.108
singular_to_plural,flan-t5-large,neutral,1,0,False,43,0.0,False,0.36,12.182,0.122
singular_to_plural,flan-t5-large,neutral,2,0,False,43,0.0,False,0.36,12.110,0.121
singular_to_plural,flan-t5-large,neutral,3,0,False,43,0.0,False,0.42,12.247,0.122
singular_to_plural,flan-t5-large,neutral,4,0,False,43,0.0,False,0.24,12.046,0.120
sum,flan-t5-large,neutral,1,0,False,43,0.0,False,0.02,12.946,0.129
sum,flan-t5-large,neutral,2,0,False,43,0.0,False,0.02,13.035,0.130
sum,flan-t5-large,neutral,3,0,False,43,0.0,False,0.02,13.037,0.130
sum,flan-t5-large,neutral,4,0,False,43,0.0,False,0.02,13.006,0.130
synonyms,flan-t5-large,neutral,1,0,False,43,0.0,False,0.05,12.253,0.123
synonyms,flan-t5-large,neutral,2,0,False,43,0.0,False,0.05,12.533,0.125
